Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,HZ,VC,FU,BC,SQ,FG+,MI,TS,DZ,RA,BR,FG,SN
818,1,2009-06-11,82.0,42.0,61.166666666666664,-8.0,48.46666666666667,54.266666666666666,13.0,0.0,0.07733333333333296,29.215333333333326,29.904333333333323,11.0,3,8.01333333333332,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.1,0.4,0.3,0.0,0.0
819,2,2009-06-11,82.0,42.0,60.833333333333336,29.5,48.233333333333334,53.96666666666667,13.0,0.0,0.11533333333333294,29.220333333333325,29.909333333333326,11.0,1,8.036666666666653,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.43333333333333335,0.3,0.0,0.0
820,1,2009-06-12,82.0,42.0,60.96666666666667,-6.0,48.166666666666664,54.0,13.0,0.0,0.11533333333333294,29.22633333333333,29.91566666666666,11.0,7,7.959999999999986,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3,0.0,0.0
821,2,2009-06-12,82.0,42.0,61.0,29.5,48.1,54.03333333333333,13.0,0.0,0.11533333333333294,29.23266666666666,29.922333333333327,11.0,6,7.906666666666652,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3,0.0,0.0
822,1,2009-06-13,82.0,42.0,60.96666666666667,-7.0,48.166666666666664,54.03333333333333,13.0,0.0,0.12633333333333294,29.236333333333327,29.92633333333333,11.0,5,7.899999999999985,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.0,0.0
823,2,2009-06-13,82.0,42.0,60.8,29.5,48.266666666666666,54.03333333333333,13.0,0.0,0.13666666666666627,29.239999999999995,29.93033333333333,11.0,4,7.926666666666651,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.0,0.0
824,1,2009-06-14,82.0,42.0,60.766666666666666,-4.0,48.333333333333336,54.13333333333333,13.0,0.0,0.13666666666666627,29.24666666666666,29.936999999999998,11.0,4,7.8566666666666505,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.0,0.0
825,2,2009-06-14,82.0,42.0,60.733333333333334,29.5,48.46666666666667,54.2,13.0,0.0,0.13666666666666627,29.252999999999993,29.943666666666665,11.0,5,7.829999999999984,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.0,0.0
826,1,2009-06-15,82.0,42.0,61.0,-1.0,48.733333333333334,54.46666666666667,13.0,0.0,0.13666666666666627,29.255333333333326,29.945999999999994,11.0,9,7.889999999999985,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.0,0.0
827,2,2009-06-15,82.0,42.0,61.266666666666666,29.5,48.93333333333333,54.666666666666664,13.0,0.0,0.13666666666666627,29.257999999999992,29.947999999999997,11.0,9,7.9366666666666505,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5,0.3333333333333333,0.0,0.0
828,1,2009-06-16,82.0,42.0,61.266666666666666,-4.0,49.0,54.766666666666666,13.0,0.0,0.16299999999999956,29.256666666666657,29.947999999999997,11.2,10,7.959999999999984,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.5,0.36666666666666664,0.0,0.0
829,2,2009-06-16,82.0,42.0,61.333333333333336,29.5,49.1,54.86666666666667,13.0,0.0,0.17099999999999957,29.255333333333326,29.947666666666667,11.2,11,7.983333333333317,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.5,0.4,0.0,0.0
830,1,2009-06-17,82.0,42.0,61.733333333333334,-3.0,49.53333333333333,55.266666666666666,13.0,0.0,0.16699999999999957,29.248666666666658,29.940666666666665,11.2,36,7.923333333333317,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.4,0.0,0.0
831,2,2009-06-17,82.0,42.0,62.13333333333333,29.5,49.96666666666667,55.666666666666664,13.0,0.0,0.1649999999999996,29.24166666666666,29.933999999999994,11.2,34,7.839999999999984,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.43333333333333335,0.4,0.0,0.0
832,1,2009-06-18,82.0,42.0,62.766666666666666,1.0,50.766666666666666,56.36666666666667,11.0,0.0,0.1689999999999996,29.230333333333327,29.91233333333333,11.2,16,7.746666666666651,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.43333333333333335,0.0,0.0
833,2,2009-06-18,82.0,42.0,63.36666666666667,29.5,51.56666666666667,57.0,10.0,0.0,0.17266666666666627,29.21966666666666,29.900999999999996,11.2,17,7.5599999999999845,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.5,0.4666666666666667,0.0,0.0
834,1,2009-06-19,86.0,44.0,64.06666666666666,6.0,52.56666666666667,57.7,8.0,0.0,0.3049999999999996,29.20833333333333,29.889333333333333,11.2,18,7.749999999999984,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.5,0.0,0.0
835,2,2009-06-19,88.0,44.0,64.7,29.5,53.56666666666667,58.4,8.0,0.0,0.3339999999999996,29.19733333333333,29.877,11.2,18,7.886666666666651,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5666666666666667,0.5333333333333333,0.0,0.0
836,1,2009-06-20,88.0,47.0,65.23333333333333,8.0,54.266666666666666,58.93333333333333,8.0,0.0,0.3339999999999996,29.194,29.872,11.2,29,7.949999999999984,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5666666666666667,0.5333333333333333,0.0,0.0
837,2,2009-06-20,88.0,49.0,65.73333333333333,29.5,55.0,59.46666666666667,8.0,0.0,0.3339999999999996,29.190666666666665,29.866333333333333,11.2,28,7.996666666666651,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5666666666666667,0.5333333333333333,0.0,0.0
838,1,2009-06-21,88.0,49.0,66.4,7.0,55.6,60.06666666666667,8.0,0.0,0.3336666666666662,29.187999999999995,29.86266666666667,11.2,7,7.869999999999985,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5666666666666667,0.5333333333333333,0.0,0.0
839,2,2009-06-21,88.0,49.0,67.0,29.5,56.13333333333333,60.6,8.0,0.0,0.3336666666666662,29.184999999999995,29.85866666666667,11.2,9,7.746666666666652,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5666666666666667,0.5333333333333333,0.0,0.0
840,1,2009-06-22,89.0,49.0,67.53333333333333,9.0,56.6,61.06666666666667,8.0,0.0,0.33533333333333293,29.18333333333333,29.856,11.2,11,7.703333333333318,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.6,0.5,0.0,0.0
841,2,2009-06-22,89.0,49.0,68.03333333333333,29.5,57.03333333333333,61.46666666666667,8.0,0.0,0.33733333333333293,29.181333333333328,29.853,11.2,12,7.686666666666651,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.6,0.4666666666666667,0.0,0.0
842,1,2009-06-23,94.0,49.0,68.6,13.0,57.333333333333336,61.8,8.0,0.0,0.32233333333333297,29.18466666666666,29.856333333333335,11.2,14,7.496666666666652,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.5666666666666667,0.43333333333333335,0.0,0.0
843,2,2009-06-23,94.0,49.0,69.1,29.5,57.56666666666667,62.06666666666667,8.0,0.0,0.31233333333333296,29.18833333333333,29.859333333333336,11.2,13,7.313333333333318,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.5333333333333333,0.4,0.0,0.0
844,1,2009-06-24,94.0,49.0,69.9,14.0,58.06666666666667,62.63333333333333,8.0,0.0,0.31366666666666626,29.185999999999993,29.857000000000003,11.2,22,7.296666666666652,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03333333333333333,0.5666666666666667,0.36666666666666664,0.0,0.0
845,2,2009-06-24,94.0,49.0,70.6,29.5,58.56666666666667,63.2,8.0,0.0,0.33966666666666623,29.18333333333333,29.854,11.2,23,7.176666666666652,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5666666666666667,0.36666666666666664,0.0,0.0
846,1,2009-06-25,94.0,49.0,71.4,14.0,59.233333333333334,63.86666666666667,8.0,0.0,0.33933333333333293,29.180999999999997,29.851,11.2,32,7.049999999999986,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5333333333333333,0.36666666666666664,0.0,0.0
847,2,2009-06-25,94.0,49.0,72.2,29.5,59.833333333333336,64.46666666666667,8.0,0.0,0.3379999999999996,29.178999999999995,29.84733333333333,11.2,26,6.896666666666652,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.36666666666666664,0.0,0.0
848,1,2009-06-26,94.0,49.0,72.83333333333333,7.0,60.13333333333333,63.65,8.0,0.0,0.3376666666666663,29.191999999999997,29.848,11.2,4,6.826666666666652,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4666666666666667,0.36666666666666664,0.0,0.0
849,2,2009-06-26,94.0,49.0,73.56666666666666,29.5,60.4,64.08333333333333,4.0,0.0,0.29966666666666625,29.192999999999998,29.848333333333333,11.2,4,6.793333333333319,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.43333333333333335,0.3333333333333333,0.0,0.0
850,1,2009-06-27,94.0,50.0,74.03333333333333,5.0,60.8,64.48333333333333,4.0,0.0,0.30966666666666626,29.188333333333333,29.843999999999998,11.2,21,6.829999999999985,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.43333333333333335,0.3333333333333333,0.0,0.0
851,2,2009-06-27,94.0,51.0,74.63333333333334,29.5,61.166666666666664,64.88333333333334,4.0,0.0,0.31133333333333296,29.18433333333333,29.838999999999995,11.2,22,6.836666666666653,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4666666666666667,0.3333333333333333,0.0,0.0
852,1,2009-06-28,94.0,51.0,75.1,4.0,61.233333333333334,65.11666666666666,4.0,0.0,0.30033333333333295,29.175,29.829999999999995,13.2,29,7.066666666666652,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.43333333333333335,0.3,0.0,0.0
853,2,2009-06-28,94.0,51.0,75.6,29.5,61.266666666666666,65.35,1.0,0.0,0.28999999999999965,29.166333333333334,29.820666666666664,14.1,29,7.299999999999986,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4,0.3,0.0,0.0
854,1,2009-06-29,94.0,53.0,75.8,-1.0,61.46666666666667,65.48333333333333,0.0,0.0,0.28999999999999965,29.153000000000002,29.807,14.1,30,7.566666666666652,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4,0.3,0.0,0.0
855,2,2009-06-29,94.0,53.0,76.03333333333333,29.5,61.6,65.61666666666666,0.0,0.0,0.28999999999999965,29.14,29.793333333333333,14.1,30,7.843333333333319,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4,0.3,0.0,0.0
856,1,2009-06-30,94.0,57.0,75.9,-9.0,61.733333333333334,65.58333333333333,2.0,0.0,0.28999999999999965,29.129000000000005,29.781333333333333,14.1,30,7.9333333333333185,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4,0.3,0.0,0.0
857,2,2009-06-30,94.0,59.0,75.76666666666667,29.5,61.86666666666667,65.58333333333333,2.0,0.0,0.28999999999999965,29.11766666666667,29.769666666666662,14.1,30,7.953333333333319,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.4,0.3,0.0,0.0
858,1,2009-07-01,94.0,57.0,75.63333333333334,-11.0,61.766666666666666,65.45,4.0,0.0,0.2489999999999996,29.115000000000006,29.765666666666664,14.1,32,7.8499999999999845,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.03333333333333333,0.4,0.26666666666666666,0.0,0.0
859,2,2009-07-01,94.0,57.0,75.4,29.5,61.666666666666664,65.31666666666666,4.0,0.0,0.21399999999999958,29.112333333333336,29.761999999999997,14.1,31,7.739999999999985,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.4,0.26666666666666666,0.0,0.0
860,1,2009-07-02,94.0,57.0,75.4,-6.0,61.5,65.25,4.0,0.0,0.21399999999999958,29.115666666666673,29.764333333333333,14.1,31,7.826666666666653,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.4,0.23333333333333334,0.0,0.0
861,2,2009-07-02,94.0,57.0,75.36666666666666,29.5,61.333333333333336,65.15,4.0,0.0,0.21399999999999958,29.119000000000003,29.766666666666666,14.1,31,7.856666666666653,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.4,0.2,0.0,0.0
862,1,2009-07-03,94.0,57.0,75.36666666666666,-1.0,61.1,64.98333333333333,4.0,0.0,0.20999999999999958,29.128333333333334,29.78533333333333,14.1,34,7.786666666666653,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.36666666666666664,0.16666666666666666,0.0,0.0
863,2,2009-07-03,94.0,57.0,75.33333333333333,29.5,60.833333333333336,64.81666666666666,4.0,0.0,0.2063333333333329,29.137,29.793999999999997,14.1,2,7.809999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0
864,1,2009-07-04,94.0,57.0,74.93333333333334,-8.0,60.53333333333333,64.55,4.0,0.0,0.08066666666666623,29.146666666666665,29.803666666666665,14.1,13,7.5499999999999865,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0
865,2,2009-07-04,94.0,57.0,74.56666666666666,29.5,60.2,64.28333333333333,4.0,0.0,0.05566666666666623,29.156,29.813666666666666,14.1,14,7.356666666666653,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0
866,1,2009-07-05,94.0,57.0,74.26666666666667,-3.0,59.96666666666667,64.05,4.0,0.0,0.0573333333333329,29.16,29.819,14.1,34,7.149999999999987,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.36666666666666664,0.16666666666666666,0.0,0.0
867,2,2009-07-05,94.0,57.0,74.03333333333333,29.5,59.766666666666666,63.85,4.0,0.0,0.058333333333332904,29.163999999999998,29.824333333333332,14.1,36,6.949999999999987,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.36666666666666664,0.2,0.0,0.0
868,1,2009-07-06,94.0,57.0,73.9,1.0,59.46666666666667,63.65,4.0,0.0,0.05799999999999957,29.164666666666665,29.825666666666663,14.1,31,7.079999999999987,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.36666666666666664,0.2,0.0,0.0
869,2,2009-07-06,94.0,57.0,73.73333333333333,29.5,59.13333333333333,63.45,4.0,0.0,0.05799999999999957,29.165666666666667,29.826999999999998,14.1,30,7.146666666666653,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.0,0.0
870,1,2009-07-07,94.0,57.0,73.36666666666666,-4.0,58.7,63.083333333333336,4.0,0.0,0.05499999999999957,29.168666666666663,29.830333333333332,14.1,7,7.19333333333332,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.3333333333333333,0.2,0.0,0.0
871,2,2009-07-07,94.0,57.0,73.06666666666666,29.5,58.3,62.75,4.0,0.0,0.05299999999999957,29.171666666666667,29.834,14.1,7,7.203333333333321,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.3,0.2,0.0,0.0
872,1,2009-07-08,94.0,57.0,72.4,-10.0,57.86666666666667,62.28333333333333,4.0,0.0,0.05499999999999957,29.175666666666665,29.838,14.1,6,7.319999999999988,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.2,0.0,0.0
873,2,2009-07-08,94.0,57.0,71.76666666666667,29.5,57.43333333333333,61.81666666666667,4.0,0.0,0.06066666666666623,29.179666666666666,29.842333333333332,14.1,8,7.4166666666666545,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.36666666666666664,0.2,0.0,0.0
874,1,2009-07-09,94.0,57.0,71.23333333333333,-4.0,57.06666666666667,61.483333333333334,4.0,0.0,0.0593333333333329,29.186,29.849,14.1,11,7.453333333333321,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.0,0.0
875,2,2009-07-09,94.0,57.0,70.86666666666666,29.5,56.733333333333334,61.18333333333333,4.0,0.0,0.033333333333332896,29.192666666666664,29.855666666666664,14.1,10,7.553333333333321,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.16666666666666666,0.0,0.0
876,1,2009-07-10,93.0,57.0,70.46666666666667,0.0,56.56666666666667,60.983333333333334,4.0,0.0,0.03599999999999957,29.20133333333333,29.86433333333333,14.1,21,7.553333333333321,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.36666666666666664,0.2,0.0,0.0
877,2,2009-07-10,90.0,57.0,70.16666666666667,29.5,56.46666666666667,60.81666666666667,4.0,0.0,0.039999999999999564,29.209999999999997,29.87333333333333,14.1,21,7.553333333333321,0.1,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.4,0.23333333333333334,0.0,0.0
878,1,2009-07-11,90.0,57.0,70.03333333333333,1.0,56.43333333333333,62.0,4.0,0.0,0.048333333333332895,29.204666666666665,29.87966666666666,14.1,31,7.513333333333321,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.43333333333333335,0.26666666666666666,0.0,0.0
879,2,2009-07-11,90.0,57.0,69.96666666666667,29.5,56.4,62.0,4.0,0.0,0.08566666666666624,29.211,29.885999999999992,14.1,29,7.499999999999988,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.4666666666666667,0.3,0.0,0.0
880,1,2009-07-12,90.0,57.0,69.76666666666667,-3.0,56.06666666666667,61.766666666666666,4.0,0.0,0.07566666666666624,29.21933333333333,29.89433333333333,14.1,29,7.4599999999999875,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.43333333333333335,0.3,0.0,0.0
881,2,2009-07-12,86.0,57.0,69.5,29.5,55.733333333333334,61.53333333333333,4.0,0.0,0.07399999999999958,29.226999999999997,29.90266666666666,14.1,33,7.40333333333332,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3,0.0,0.0
882,1,2009-07-13,86.0,57.0,69.33333333333333,-3.0,55.5,61.36666666666667,4.0,0.0,0.07399999999999958,29.238999999999997,29.913999999999994,14.1,7,7.14333333333332,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3,0.0,0.0
883,2,2009-07-13,86.0,57.0,69.2,29.5,55.333333333333336,61.266666666666666,4.0,0.0,0.07399999999999958,29.249999999999996,29.925333333333324,13.4,7,6.903333333333321,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3,0.0,0.0
884,1,2009-07-14,86.0,55.0,69.13333333333334,-5.0,55.233333333333334,61.2,4.0,0.0,0.07399999999999958,29.264999999999997,29.940999999999992,13.4,16,6.729999999999988,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3,0.0,0.0
885,2,2009-07-14,86.0,55.0,69.1,29.5,55.06666666666667,61.166666666666664,4.0,0.0,0.07399999999999958,29.280333333333328,29.956666666666656,8.9,16,6.516666666666654,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3,0.0,0.0
886,1,2009-07-15,86.0,55.0,69.5,1.0,55.36666666666667,61.5,4.0,0.0,0.09666666666666625,29.287999999999993,29.96499999999999,10.0,24,6.6266666666666545,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3333333333333333,0.0,0.0
887,2,2009-07-15,86.0,55.0,69.9,29.5,55.666666666666664,61.8,4.0,0.0,0.1073333333333329,29.29566666666666,29.972999999999992,10.0,25,6.809999999999988,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.06666666666666667,0.43333333333333335,0.36666666666666664,0.0,0.0
888,1,2009-07-16,86.0,55.0,70.26666666666667,-2.0,55.8,62.0,4.0,0.0,0.1073333333333329,29.29899999999999,29.97699999999999,10.0,28,6.879999999999989,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.4,0.36666666666666664,0.0,0.0
889,2,2009-07-16,86.0,55.0,70.7,29.5,55.9,62.2,2.0,0.0,0.11233333333333291,29.302333333333323,29.98099999999999,10.0,28,6.976666666666656,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.36666666666666664,0.3333333333333333,0.0,0.0
890,1,2009-07-17,86.0,55.0,70.63333333333334,-10.0,55.8,62.06666666666667,2.0,0.0,0.11233333333333291,29.298666666666655,29.97833333333332,10.6,30,7.043333333333322,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.36666666666666664,0.3333333333333333,0.0,0.0
891,2,2009-07-17,86.0,55.0,70.53333333333333,29.5,55.7,61.96666666666667,2.0,0.0,0.11233333333333291,29.295333333333325,29.975666666666655,10.6,29,7.136666666666656,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.3333333333333333,0.0,0.0
892,1,2009-07-18,86.0,55.0,70.33333333333333,-9.0,55.56666666666667,61.8,2.0,0.0,0.11233333333333291,29.293666666666656,29.97399999999999,10.6,31,7.216666666666655,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.3333333333333333,0.0,0.0
893,2,2009-07-18,86.0,55.0,70.16666666666667,29.5,55.43333333333333,61.666666666666664,2.0,0.0,0.11233333333333291,29.29199999999999,29.972333333333324,10.6,32,7.236666666666655,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.3333333333333333,0.0,0.0
894,1,2009-07-19,86.0,55.0,70.16666666666667,-10.0,55.233333333333334,61.56666666666667,2.0,0.0,0.10566666666666623,29.296333333333326,29.976333333333326,10.6,36,7.243333333333322,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.36666666666666664,0.3,0.0,0.0
895,2,2009-07-19,86.0,55.0,70.2,29.5,55.06666666666667,61.46666666666667,2.0,0.0,0.10166666666666622,29.300999999999995,29.980333333333324,10.6,4,7.239999999999989,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3333333333333333,0.26666666666666666,0.0,0.0
896,1,2009-07-20,86.0,55.0,70.1,-8.0,54.96666666666667,61.36666666666667,2.0,0.0,0.09999999999999958,29.306333333333328,29.985999999999994,10.6,9,7.343333333333321,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.23333333333333334,0.0,0.0
897,2,2009-07-20,86.0,55.0,69.96666666666667,29.5,54.86666666666667,61.266666666666666,2.0,0.0,0.09899999999999957,29.311999999999994,29.991999999999997,10.6,10,7.473333333333321,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.0,0.0
898,1,2009-07-21,86.0,55.0,69.83333333333333,-5.0,54.96666666666667,61.266666666666666,2.0,0.0,0.10033333333333291,29.31666666666666,29.996999999999996,10.6,13,7.406666666666655,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.3333333333333333,0.2,0.0,0.0
899,2,2009-07-21,86.0,55.0,69.8,29.5,55.03333333333333,61.266666666666666,2.0,0.0,0.10033333333333291,29.32099999999999,30.001999999999995,10.6,14,7.433333333333322,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.3333333333333333,0.2,0.0,0.0
900,1,2009-07-22,86.0,55.0,69.9,-3.0,55.266666666666666,61.4,2.0,0.0,0.10033333333333291,29.32266666666666,30.003999999999998,10.6,3,7.366666666666656,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.3,0.23333333333333334,0.0,0.0
901,2,2009-07-22,86.0,55.0,69.96666666666667,29.5,55.4,61.5,2.0,0.0,0.10033333333333291,29.323999999999995,30.005666666666663,10.6,11,7.313333333333322,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.3,0.26666666666666666,0.0,0.0
902,1,2009-07-23,86.0,55.0,70.26666666666667,-2.0,55.46666666666667,61.63333333333333,1.0,0.0,0.09833333333333291,29.321666666666662,30.00366666666666,10.6,32,7.2466666666666555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.26666666666666666,0.3,0.0,0.0
903,2,2009-07-23,86.0,55.0,70.46666666666667,29.5,55.63333333333333,61.8,1.0,0.0,0.09599999999999959,29.318999999999996,30.001333333333324,10.6,1,7.199999999999989,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.23333333333333334,0.3333333333333333,0.0,0.0
